super_opeid,name,region,state,tier_name,type,exp_instr_pc_2013,ipeds_enrollment_2013,sticker_price_2013,scorecard_netprice_2013,grad_rate_150_p_2013,avgfacsal_2013,sat_avg_2013,endowment_pc_2000
3168,Rogers State University,3,OK,Nonselective four-year public,1,3070.4944,4473,5725,10885,0.2377358490566038,5534,NA,1325.0068
1515,Rollins College,3,FL,Highly selective private,2,10779.734,2608,43080,24545,0.6704761904761904,7767,NA,NA
1749,Roosevelt University,2,IL,Selective private,2,6109.6221,3658,26900,25834,0.4144486692015209,7992,1050,NA
1830,Rose - Hulman Institute Of Technology,2,IN,Other elite schools (public and private),2,19066.184,2205,41283,29173,0.728421052631579,8411,1295,NA
2609,Rowan University,1,NJ,Selective public,1,9964.292,10951,12616,20837,0.6982055464926591,9370,1100,10099.392
2433,Rust College,3,MS,Selective private,2,4132.6411,922,9286,8033,0.2019230769230769,4521,NA,NA
2629,"Rutgers, The State University Of New Jersey",1,NJ,Highly selective public,1,19032.547,45960,13718.277,10618.017,0.7631222740261693,11195.755,1166.718,70532.906
2844,SUNY At Fredonia,1,NY,Selective public,1,8226.5938,5092,7741,10078,0.6442762535477767,6817,1040,48.665554
2841,SUNY College At Brockport,1,NY,Selective public,1,8221.2842,7090,7562,8389,0.6676300578034682,7181,1050,NA
2842,SUNY College At Buffalo,1,NY,Selective public,1,6852.8237,9355,7347,6976,0.4892086330935253,7444,915,4.7812967
2843,SUNY College At Cortland,1,NY,Selective public,1,7019.7007,6400,7719,10428,0.695142378559464,6517,NA,6.9423237
2845,SUNY College At Geneseo,1,NY,Highly selective public,1,7729.1621,5504,7774,10168,0.7793974732750243,7177,1220,NA
7109,SUNY College At Old Westbury,1,NY,Selective public,1,6862.0713,4161,7323,4495,0.3648960739030023,8055,995,NA
2847,SUNY College At Oneonta,1,NY,Selective public,1,6736.9775,5800,7548,9046,0.6978165938864629,6242,1085,195.35512
2848,SUNY College At Oswego,1,NY,Selective public,1,7413.166,7328,7581,9951,0.5784526391901663,6733,1105,NA
6791,SUNY College At Purchase,1,NY,Selective public,1,8740.6875,4239,7933,11661,0.5970873786407767,7092,1100,450.01227
2856,SUNY College Of Agriculture & Technology At Cobleskill,1,NY,Selective public,1,6765.4102,2453,7609,11459,0.5125,6477,870,NA
2859,SUNY College Of Agriculture & Technology At Morrisville,1,NY,Nonselective four-year public,1,7190.2593,3028,7689,12715,0.375,5781,880,NA
2854,SUNY College Of Technology At Alfred,1,NY,Selective public,1,7300.7671,3555,7646,10520,0.5434782608695652,5797,965,NA
2855,SUNY College Of Technology At Canton,1,NY,Nonselective four-year public,1,5359.479,3512,7519,9140,0.4025974025974026,6057,NA,NA
2857,SUNY College Of Technology At Delhi,1,NY,Nonselective four-year public,1,6039.8174,3308,7530,10592,0.575,5678,NA,NA
10286,SUNY Empire State College,1,NY,Nonselective four-year public,1,6253.3184,10827,6665,12936,0.2447552447552447,6407,NA,NA
2853,SUNY Maritime College,1,NY,Selective public,1,8979.2949,1601,7446,10707,0.5040871934604905,6536,1105,369.02448
213,SUNY Upstate Medical University And SUNY College Of Environment Science And Forestry,1,NY,Selective public,1,26281.602,1988,7331.8228,10367,0.7159999999999999,8485.4229,1185,14969.504
1403,Sacred Heart University,1,CT,Selective private,2,7040.522,4489,35750,30549,0.6976987447698745,8466,NA,NA
2810,Sage Colleges,1,NY,Selective private,2,5913.6265,1699,28200,15239,0.5802469135802469,5797,NA,NA
2314,Saginaw Valley State University,2,MI,Selective public,1,4523.2202,9168,8691,11596,0.3894324853228963,7489,NA,2445.9373
1889,Saint Ambrose University,2,IA,Selective private,2,7229.3291,2743,27540,20196,0.6129666011787819,6754,NA,NA
2587,Saint Anselm College,1,NH,Selective private,2,9984.373,1923,36336,22533,0.7447183098591549,8086,NA,NA
21854,Saint Augustine College,2,IL,Nonselective four-year private not-for-profit,2,3463.2817,1607,9576,8275,NA,4789,NA,NA
2968,Saint Augustine's University,3,NC,Selective private,2,6132.5078,1299,17890,23797,0.2925659472422063,5105,727.5,NA
2820,Saint Francis College,1,NY,Selective private,2,4986.2578,2764,22300,8469,0.5209205020920502,8739,935,NA
3366,Saint Francis University,1,PA,Selective private,2,6519.9771,1694,31078,18150,0.7146401985111663,7194,1025,NA
2821,Saint John Fisher College,1,NY,Selective private,2,7866.606,2959,29550,13473,0.7252747252747253,8342,1065,NA
2379,"Saint John's University of Collegeville, MN",2,MN,Selective private,2,10719.436,1871,38704,14657,0.7945736434108527,7899,1090,NA
2823,"Saint John's University of Queens, NY",1,NY,Selective private,2,7481.4761,15773,38892,25738,0.5572616762635957,11777,1100,NA
1523,Saint Johns River State College,3,FL,Nonselective four-year public,1,2407.2576,6127,2998,6738,NA,4938,NA,NA
2825,"Saint Joseph's College of Brooklyn, NY",1,NY,Selective private,2,6065.3491,4529,22830,9342,0.7179104477611941,8720,1025,NA
1833,"Saint Joseph's College of Rensselaer, IN",2,IN,Selective private,2,5900.1694,1141,27485,11085,0.4366666666666667,5443,1001.5,NA
2051,"Saint Joseph's College of Standish, ME",1,ME,Selective private,2,4511.6431,1913,31920,23836,0.5542857142857143,5824,965,NA
3367,Saint Joseph's University,1,PA,Selective private,2,7580.7129,5374,40580,27628,0.7850553505535055,7113,NA,NA
1526,Saint Leo University,3,FL,Selective private,2,2696.1609,12640,20110,18898,0.4591611479028698,7100,NA,NA
2504,Saint Louis College Of Pharmacy,2,MO,Nonselective four-year private not-for-profit,2,11044.131,723,27554,NA,NA,8029,1210,NA
2506,Saint Louis University,2,MO,Selective private,2,11813.426,12567,37966,26163,0.6973603437691835,10028,1205,NA
3794,Saint Martin's University,4,WA,Selective private,2,5714.0317,1428,31688,12911,0.477366255144033,6350,1045,NA
1836,Saint Mary's College,2,IN,Selective private,2,13128.915,1479,35970,15167,0.7118997912317327,6258,1110,NA
1302,Saint Mary's College Of California,4,CA,Selective private,2,10877.856,3055,41380,28173,0.6583629893238434,9229,1100,NA
3623,Saint Mary's University,3,TX,Selective private,2,8690.2314,2393,26186,16667,0.5504424778761062,9441,1035,NA
2380,Saint Mary's University Of Minnesota,2,MN,Selective private,2,4313.791,1932,30315,15152,0.5516372795969773,6585,1039.5,NA
3694,Saint Michael's College,1,VT,Selective private,2,9827.9541,1998,39375,17036,0.7480916030534351,8319,NA,NA
3892,Saint Norbert College,2,WI,Selective private,2,7688.5742,2160,33023,15343,0.7416974169741697,6730,NA,NA
2382,Saint Olaf College,2,MN,Highly selective private,2,14215.464,3125,41700,12359,0.8708388814913449,8527,1260,NA
2638,Saint Peter's University,1,NJ,Selective private,2,6591.0952,2484,33232,12898,0.533213644524237,8274,900,NA
2832,Saint Thomas Aquinas College,1,NY,Selective private,2,5320.8101,1801,27630,14808,0.5277777777777778,8773,959.5,NA
1468,Saint Thomas University,3,FL,Selective private,2,7656.2153,1035,27150,17435,0.3828828828828829,9486,925,NA
3368,Saint Vincent College & Seminary,1,PA,Selective private,2,7797.8164,1596,31370,14361,0.6997635933806148,7116,1035,NA
1768,Saint Xavier University,2,IL,Selective private,2,6645.0581,2920,30100,14350,0.4714003944773176,7886,922,NA
2960,Salem College,3,NC,Selective private,2,6137.4019,979,25356,12323,0.6386554621848739,5969,1100,NA
2188,Salem State University,1,MA,Selective public,1,5920.8105,7664,8646,11182,0.455827067669173,8765,984,916.08185
21434,Salish Kootenai College,4,MT,Nonselective four-year private not-for-profit,2,10379.345,840,6279,11484,0.6046511627906976,4935,NA,NA
3411,Salve Regina University,1,RI,Selective private,2,6969.3838,2026,35690,24849,0.6402877697841727,7425,NA,NA
3606,Sam Houston State University,3,TX,Selective public,1,3951.9832,16255,7294,11096,0.5061003163126977,7316,1005,1790.4686
1036,Samford University,3,AL,Selective private,2,13245.341,3013,27324,16298,0.6919831223628693,8261,1122.5,NA
1151,San Diego State University,4,CA,Selective public,1,5474.5996,27839,6866,6298,0.6615623612960497,9243.4873,1110,1860.8311
1154,San Francisco State University,4,CA,Selective public,1,5672.4453,26156,6468,9900,0.4549536067045795,9147,990,324.00195
1155,San Jose State University,4,CA,Selective public,1,5421.9053,25862,7323,9571,0.4809061488673139,9155,1040,1260.3961
1326,Santa Clara University,4,CA,Highly selective private,2,13014.673,5435,43812,22527,0.8401332223147376,11662,1300,NA
1519,Santa Fe College,3,FL,Nonselective four-year public,1,2485.6907,15113,2539,8678,NA,5707,NA,826.00104
2813,Sarah Lawrence College,1,NY,Highly selective private,2,16999.908,1471,50780,22821,0.6914600550964187,9806,NA,NA
21415,Savannah College Of Art And Design,3,GA,Nonselective four-year private not-for-profit,2,7478.5024,8825,34295,29183,0.6829573934837093,8024,1065,NA
1590,Savannah State University,3,GA,Selective public,1,4030.3042,4602,5550,8997,0.2896890343698854,5294,845,447.22253
1753,School Of The Art Institute Of Chicago,2,IL,Nonselective four-year private not-for-profit,2,12533.454,2714,42230,35840,0.5403587443946188,9208,NA,NA
4667,School Of The Museum Of Fine Arts,1,MA,Nonselective four-year private not-for-profit,2,12272.235,484,40348,35501,0.6388888888888888,5549,NA,NA
3610,Schreiner University,3,TX,Selective private,2,5960.875,1065,24360,15928,0.4083969465648855,5712,990,NA
1174,Scripps College,4,CA,Other elite schools (public and private),2,27007.305,990,47378,22193,0.8414096916299559,10598,1360,NA
3787,Seattle Central Community College,4,WA,Nonselective four-year public,1,4962.25,7359,3889.6501,4685.0796,NA,6194,NA,348.71539
3788,Seattle Pacific University,4,WA,Selective private,2,8969.9629,3366,35472,17532,0.6899441340782124,8258,1137.5,NA
3790,Seattle University,4,WA,Selective private,2,12148.22,4608,38205,27019,0.7663043478260869,9051,1170,NA
1520,Seminole State College Of Florida,3,FL,Nonselective four-year public,1,2071.4346,18427,3131,7758,NA,5804,NA,NA
2632,Seton Hall University,1,NJ,Selective private,2,8680.6719,5839,36926,19542,0.6409235668789809,9282,1130,NA
3362,Seton Hill University,1,PA,Selective private,2,7043.9712,1958,31280,18396,0.6112852664576802,6822,NA,NA
2962,Shaw University,3,NC,Selective private,2,4932.6963,1923,16480,18089,0.3045871559633028,4929,NA,NA
9942,Shawnee State University,2,OH,Selective public,1,4884.3325,4255,7364,13391,0.3149606299212598,6348,NA,NA
3737,Shenandoah University,3,VA,Selective private,2,7007.7983,2150,30188,21930,0.4545454545454545,7367,995,NA
3822,Shepherd University,3,WV,Selective public,1,4069.6235,3990,6570,6462,0.3791606367583213,6561,990,3326.1748
3326,Shippensburg University Of Pennsylvania,1,PA,Selective public,1,7012.8359,6550,9774,12369,0.5482558139534883,9483,985,4758.9878
1591,Shorter University,3,GA,Selective private,2,3735.0005,2466,16043.796,19386.547,0.4956423558174636,4851.5273,952.5,NA
2816,Siena College,1,NY,Selective private,2,9610.4092,3151,32293,16011,0.7964148527528808,8320,1120,NA
2316,Siena Heights University,2,MI,Selective private,2,3619.9653,2424,22740,14292,0.4310344827586207,5676,891.5,NA
2208,Simmons College,1,MA,Selective private,2,10339.173,1732,36230,21049,0.7121535181236673,8098,1165,NA
1887,Simpson College,2,IA,Selective private,2,7099.9219,1712,32550,16667,0.6493506493506493,6312,NA,NA
1291,Simpson University,4,CA,Selective private,2,4950.647,1024,24300,13519,0.4723926380368098,6144,1030,NA
2814,Skidmore College,1,NY,Highly selective private,2,19077.725,2684,47314,8753,0.8592375366568914,9067,1240,NA
3327,Slippery Rock University,1,PA,Selective public,1,6299.9614,7595,9309,12489,0.6261682242990654,9336,995,1646.8138
2209,Smith College,1,MA,Highly selective private,2,23380.418,2606,44724,8438,0.861280487804878,11800,NA,NA
3679,Snow College,4,UT,Nonselective four-year public,1,3407.0864,4605,3388,8896,NA,5036,NA,1260.5552
1156,Sonoma State University,4,CA,Selective public,1,5522.2734,8391,7276,10818,0.539151225343694,8448,990,2607.8391
3446,South Carolina State University,3,SC,Selective public,1,6826.5396,2937,10088,17125,0.3568111455108359,6666,815,155.65128
1522,South Florida State College,3,FL,Nonselective four-year public,1,3189.9622,2699,3175,4914,NA,5474,NA,1903.8435
1592,South Georgia State College,3,GA,Nonselective four-year public,1,NA,2579,3690,6817,NA,4362,NA,264.32834
9706,South Seattle Community College,4,WA,Nonselective four-year public,1,5342.9712,4951,3824,5231,NA,6253,NA,392.13507
31034,South Texas College,3,TX,Nonselective four-year public,1,1992.7892,31232,3590,1181,1,5953,NA,19.316282
2501,Southeast Missouri State University,2,MO,Selective public,1,4569.4351,10605,7058,9220,0.4890909090909091,6747,1052,2917.4189
2024,Southeastern Louisiana University,3,LA,Selective public,1,4044.1975,13730,6547,7318,0.358648111332008,6335,NA,339.77826
3179,Southeastern Oklahoma State University,3,OK,Selective public,1,4887.77,3498,5688,6498,0.3058637083993661,6679,NA,416.99307
1521,Southeastern University,3,FL,Selective private,2,4372.0884,3083,22202,17264,0.3835125448028674,6899,960,NA
3518,Southern Adventist University,3,TN,Selective private,2,6857.8101,2825,20240,13057,0.5969289827255279,5123,NA,NA
1107,Southern Arkansas University,3,AR,Selective public,1,5094.1851,2960,7656,6792,0.3035343035343036,6077,965,5239.2002
1406,Southern Connecticut State University,1,CT,Selective public,1,7641.4639,8257,9157,11967,0.4943735933983496,8318,930,NA
1758,Southern Illinois University At Carbondale,2,IL,Selective public,1,12879.848,13306,11917,12591,0.4402895054282268,7208,1117.5,24.201136
1759,Southern Illinois University Edwardsville,2,IL,Selective public,1,9625.1875,11229,9084,12357,0.5040916530278232,7859,1045,23.38637
3613,Southern Methodist University,3,TX,Highly selective private,2,13813.917,6357,45940,19647,0.7901990811638591,11283,1310,NA
3149,Southern Nazarene University,3,OK,Selective private,2,7305.8828,1743,22690,20557,0.4702194357366772,5735,NA,NA
2580,Southern New Hampshire University,1,NH,Selective private,2,2526.4954,18083,29604,30269,0.5530612244897959,6991,NA,NA
3219,Southern Oregon University,4,OR,Selective public,1,5040.978,5500,7719,10779,0.3669985775248933,7096,1020,73.275627
1570,Southern Polytechnic State University,3,GA,Selective public,1,4461.9141,5732,5840,8407,NA,5941,1140,NA
2025,Southern University And Agricultural & Mechanical Colg At Baton R,3,LA,Selective public,1,5157.5996,5746,6630,14078,0.3183361629881155,6158,NA,538.44733
2026,Southern University At New Orleans,3,LA,Selective public,1,4100.5151,1809,4752,8474,0.108695652173913,5830,835,NA
3678,Southern Utah University,4,UT,Selective public,1,3736.7317,7017,6138,12314,0.5266903914590747,6526,1025,1505.929
3738,Southern Virginia University,3,VA,Nonselective four-year private not-for-profit,2,4639.4917,662,14600,17747,0.3254437869822485,5949,1035.5,NA
3422,Southern Wesleyan University,3,SC,Selective private,2,5305.7886,1333,22950,16767,0.4404761904761905,5258,NA,NA
2502,Southwest Baptist University,2,MO,Selective private,2,3931.6101,2962,20840,17216,0.5185185185185185,5605,1065,NA
3619,Southwestern Adventist University,3,TX,Selective private,2,6973.9814,791,19460,15540,0.3823529411764706,6105,915,NA
3616,Southwestern Assemblies Of God University,3,TX,Nonselective four-year private not-for-profit,2,3542.0615,1700,19450,20089,0.3345588235294117,5329,NA,NA
1940,Southwestern College,2,KS,Selective private,2,4429.1191,1358,24835,18538,0.5289855072463768,5689,905,NA
3181,Southwestern Oklahoma State University,3,OK,Selective public,1,5827.9434,4162,5820,7742,0.3317073170731708,6233,NA,49.941769
3620,Southwestern University,3,TX,Highly selective private,2,12705.229,1535,36120,14871,0.7008086253369272,7926,1155,NA
1594,Spelman College,3,GA,Selective private,2,10756.3,2129,25496,27523,0.6763110307414105,7514,1000,NA
2318,Spring Arbor University,2,MI,Selective private,2,5113.2725,2968,24350,13211,0.5722713864306784,4953,1092.5,NA
1041,Spring Hill College,3,AL,Selective private,2,5582.7241,1292,32468,14705,0.5631578947368421,6057,1072.5,NA
2211,Springfield College,1,MA,Selective private,2,8765.2422,2182,33455,19559,0.6855575868372943,8015.3604,1040,NA
2817,St. Bonaventure University,1,NY,Selective private,2,7266.835,1826,30475,14693,0.6660341555977229,6445,1050,NA
1983,St. Catharine College,3,KY,Nonselective four-year private not-for-profit,2,4775.2197,748,18926,16573,0.2727272727272727,4372,NA,NA
2342,St. Catherine University,2,MN,Selective private,2,7009.479,3559,28615,20606,0.617816091954023,6737,1094,NA
3621,St. Edward's University,3,TX,Selective private,2,7792.5127,4089,36550,14963,0.6951724137931035,7920,1110,NA
2092,St. John's College,3,MD,Highly selective private,2,18692.365,443,47726,22041,0.6338028169014085,9315,1325,NA
2829,St. Lawrence University,1,NY,Highly selective private,2,13247.743,2414,47696,13202,0.8038277511961722,8789,NA,NA
1528,St. Petersburg College,3,FL,Nonselective four-year public,1,2347.0662,31820,3347,7184,NA,7039,NA,97.201057
1305,Stanford University,4,CA,Ivy Plus,2,67758.086,7274,44757,3516,0.957582800697269,19862,1475,NA
1504,"State College Of Florida, Manatee-Sarasota",3,FL,Nonselective four-year public,1,2235.5808,10533,3074,10182,NA,5976,NA,19.529869
2835,State University Of New York At Albany,1,NY,Selective public,1,8871.7773,12822,8302,10032,0.6637519872813992,9423,1095,61.711361
2837,State University Of New York At Buffalo,1,NY,Selective public,1,12641.436,19831,8871,9181,0.72,10026,1150,11268.797
2858,State University Of New York At Farmingdale,1,NY,Selective public,1,6966.5767,8162,7483,4857,0.459016393442623,7951,980,93.955795
2846,State University Of New York At New Paltz,1,NY,Selective public,1,7925.7012,6570,7418,9002,0.7048832271762208,6719,1115,NA
2838,State University Of New York At Stony Brook,1,NY,Highly selective public,1,15185.598,15992,8430,8585,0.659296846683581,10346,1250,NA
2849,State University Of New York College At Plattsburgh,1,NY,Selective public,1,7886.6577,5639,7497,8392,0.6032887975334018,6830,1025,NA
2850,State University Of New York College At Potsdam,1,NY,Selective public,1,9551.6875,3707,7553,9222,0.5131578947368421,6194,NA,NA
11678,State University Of New York Institute Of Technology At Utica,1,NY,Selective public,1,5977.5508,1804,7440,7570,0.477832512315271,8487,1090,NA
3624,Stephen F Austin State University,3,TX,Selective public,1,5102.519,11006,7200,16427,0.4316578483245149,7087,990,969.9826
2512,Stephens College,2,MO,Selective private,2,6991.71,647,28510,21176,0.5855855855855856,5017,1009.5,NA
1945,Sterling College,2,KS,Selective private,2,4018.1316,690,21950,13057,0.4242424242424243,3587,930,NA
1531,Stetson University,3,FL,Selective private,2,11113.962,2729,40040,18841,0.6409335727109515,9877,NA,NA
3674,Stevens Henager College,4,UT,Nonselective four-year private not-for-profit,2,4346.2329,2545,18021,22806.27,0.7655342029678052,2674.9414,NA,NA
2639,Stevens Institute Of Technology,1,NJ,Highly selective private,2,10034.696,2691,45366,19400,0.786127167630058,9474,1340,NA
2107,Stevenson University,3,MD,Selective private,2,6357.3799,3888,28980,16577,0.5612582781456954,9724,995,NA
1044,Stillman College,3,AL,Selective private,2,3469.686,863,15865,17075,0.2619047619047619,4743,871.5,NA
2217,Stonehill College,1,MA,Selective private,2,11353.271,2481,37426,19500,0.8482549317147192,8602,NA,NA
2218,Suffolk University,1,MA,Selective private,2,7484.75,5658,32660,22567,0.5489296636085627,8494,1040,NA
3625,Sul Ross State University,3,TX,Selective public,1,4827.2124,2003,5676,9121,0.2791666666666667,6180,NA,2566.3308
3369,Susquehanna University,1,PA,Selective private,2,10989.142,2187,40350,15685,0.7470489038785835,7970,NA,NA
3370,Swarthmore College,1,PA,Other elite schools (public and private),2,24915.334,1534,46060,10832,0.9342465753424658,12138,1450,NA
3742,Sweet Briar College,3,VA,Selective private,2,17414.033,703,34935,21047,0.5693069306930693,6894,1027.5,NA
2882,Syracuse University,1,NY,Highly selective private,2,13149.895,15097,41886,18699,0.8108020698576973,10822,1175,NA
1946,Tabor College,2,KS,Selective private,2,4416.6812,725,23900,20679,0.5423728813559322,4248,985,NA
1046,Talladega College,3,AL,Selective private,2,2593.5984,932,12509,9015,0.824,5063,NA,NA
3631,Tarleton State University,3,TX,Selective public,1,3791.4536,11348,6516,12247,0.4336134453781512,7074,955,1990.578
1838,Taylor University,2,IN,Selective private,2,8677.333,2146,29538,18112,0.7415254237288136,6365,1125,NA
3371,Temple University,1,PA,Selective public,1,10211.49,28068,15096,16759,0.6630930656934305,9648,1120,NA
3522,Tennessee State University,3,TN,Selective public,1,7575.6255,6816,6930,8719,0.2938271604938272,7086,NA,36.476852
3523,Tennessee Technological University,3,TN,Selective public,1,5166.71,10052,7679,7873,0.5063674954517889,7551,1100,3429.3679
3524,Tennessee Temple University,3,TN,Nonselective four-year private not-for-profit,2,1141.5878,743,12460,14563,0.1842105263157894,2985,940,NA
3525,Tennessee Wesleyan College,3,TN,Selective private,2,4110.7886,1068,22300,9838,0.4444444444444444,4834,920,NA
9651,Texas A&M International University,3,TX,Nonselective four-year public,1,3503.405,6585,6353,4728,0.4297520661157025,7689,915,1880.6573
3632,Texas A&M University,3,TX,Highly selective public,1,12058.028,44315,9685,3174,0.7907788161993768,10280.497,1195,7349.3618
3565,Texas A&M University - Commerce,3,TX,Selective public,1,4268.292,6969,5892,8229,0.4518272425249171,7743,890,137.7765
11161,Texas A&M University - Corpus Christi,3,TX,Selective public,1,4828.4331,9152,7531,12645,0.4021164021164021,7505,970,385.78778
3639,Texas A&M University - Kingsville,3,TX,Selective public,1,4459.4521,9430,7554,8244,0.3410138248847927,7392,935,873.70093
3636,Texas Christian University,3,TX,Highly selective private,2,13246.397,8640,38600,18556,0.7596095179987797,10206,1180,NA
3638,Texas College,3,TX,Nonselective four-year private not-for-profit,2,2549.7112,971,10008,16407,0.1455399061032864,3826,NA,NA
3641,Texas Lutheran University,3,TX,Selective private,2,6016.0972,1329,26800,15108,0.5150684931506849,6626,1025,NA
3642,Texas Southern University,3,TX,Selective public,1,8390.2266,6288,7660,18277,0.1633011413520632,7660,815,1654.0398
3615,Texas State University,3,TX,Selective public,1,5062.0142,31005,8950,9859,0.5736793327154773,7528,1025,1192.7792
3644,Texas Tech University,3,TX,Selective public,1,5714.9424,27044,7811,9468,0.5904482991664789,8757,1100,8418.2754
3645,Texas Wesleyan University,3,TX,Selective private,2,7599.5679,1724,23144,17293,0.4123222748815166,6803,980,NA
3646,Texas Woman's University,3,TX,Selective public,1,4535.062,9515,7836,6975,0.4146005509641874,7511,955,844.67822
3376,Thiel College,1,PA,Selective private,2,5759.4849,1100,27828,22438,0.3443526170798898,6301,960,NA
21922,Thomas A Edison State College,1,NJ,Nonselective four-year public,1,0,19596,5871,NA,NA,NA,NA,NA
2052,Thomas College,1,ME,Selective private,2,2486.1814,1339,23460,16402,0.4545454545454545,6177,NA,NA
2001,Thomas More College,3,KY,Selective private,2,4773.8389,1502,28618,18109,0.570281124497992,6325,940,NA
3121,Tiffin University,2,OH,Selective private,2,1528.2875,3764,21535,26956,0.461038961038961,6822,NA,NA
1596,Toccoa Falls College,3,GA,Selective private,2,4458.8096,870,19700,15518,0.4788732394366197,5049,960,NA
2439,Tougaloo College,3,MS,Selective private,2,5070.1069,878,10217,10019,0.495,4683,853,NA
10142,Touro College,1,NY,Selective private,2,6403.7241,6827,15650,12655,0.4791208791208791,7050,NA,NA
1987,Transylvania University,3,KY,Selective private,2,10729.158,1082,33360,15256,0.7223880597014926,8282,1170,NA
3526,Trevecca Nazarene University,3,TN,Selective private,2,5980.0674,1492,23126,14529,0.4663865546218488,6337,1050,NA
1839,Trine University,2,IN,Selective private,2,5753.168,2312,25902.008,19198.424,0.5084337349397591,7451.0439,1052.5,NA
1771,Trinity Christian College,2,IL,Selective private,2,8724.7324,1333,25515,18386,0.5815899581589958,6506,1045,NA
1414,"Trinity College of Hartford, CT",1,CT,Highly selective private,2,17047.99,2301,49056,8319,0.8628472222222222,10884,NA,NA
1460,"Trinity College of Washington, DC",3,DC,Selective private,2,3489.0474,1853,22316,13351,0.3393665158371041,6264,NA,NA
1772,Trinity International University,2,IL,Selective private,2,5245.2075,1164,23810.949,16086,0.4545454545454545,7076.4482,1030,NA
3647,Trinity University,3,TX,Highly selective private,2,13965.813,2161,36214,15376,0.8161648177496038,9715,1265,NA
2812,Trocaire College,1,NY,Nonselective four-year private not-for-profit,2,5362.625,1492,15820,16307,NA,5215,NA,NA
50,"Troy University And Troy State Universities, Montgomery And Dothan",3,AL,Selective public,1,3295.1787,16316,7564,11192,0.355128974205159,5996,NA,965.05743
1597,Truett Mcconnell College,3,GA,Nonselective four-year private not-for-profit,2,2371.864,1606,17400,14104,0.2839506172839506,3858,971.5,NA
2495,Truman State University,2,MO,Selective public,1,7357.8584,5898,7374,8600,0.7168330955777461,7038,1239,3806.1536
2219,Tufts University,1,MA,Other elite schools (public and private),2,19334.611,5180,48643,10325,0.921897810218978,11427,1440,NA
2029,Tulane University,3,LA,Other elite schools (public and private),2,18988.965,8290,48306,22003,0.7602118003025718,10880,1320,NA
3527,Tusculum College,3,TN,Selective private,2,3029.0637,1844,22670,17415,0.3391003460207612,4906,934,NA
1050,Tuskegee University,3,AL,Selective private,2,11172.302,2584,19570,27806,0.4384422110552764,6679,920,NA
1988,"Union College of Barbourville, KY",3,KY,Selective private,2,4400.957,818,22980,16073,0.3417721518987342,4540,NA,NA
2563,"Union College of Lincoln, NE",2,NE,Selective private,2,7880.5767,821,21080,17326,0.3921568627450979,5335,NA,NA
2889,"Union College of Schenectady, NY",1,NY,Highly selective private,2,18118.9,2246,48384,12111,0.8803571428571428,10454,NA,NA
3528,Union University,3,TN,Selective private,2,9130.5459,2829,28200,18354,0.6363636363636364,7369,1195,NA
11189,United Talmudical Seminary,1,NY,Nonselective four-year private not-for-profit,2,3026.6838,1814,13530,4768,0.4325068870523416,3624,NA,NA
6858,Unity College,1,ME,Selective private,2,6973.0723,553,25820,15659,0.5141242937853108,5994,NA,NA
3123,University Of Akron,2,OH,Selective public,1,6975.6982,22497,9887.9111,14857.858,0.4245495495495495,9053.3047,1050,2570.2043
1051,University Of Alabama,3,AL,Selective public,1,8556.168,29440,9826,17206,0.6665164488508337,9605,1120,16166.646
1052,University Of Alabama At Birmingham,3,AL,Selective public,1,14633.45,11502,7510,12361,0.5370639534883721,10170,1135,15626.47
1055,University Of Alabama In Huntsville,3,AL,Selective public,1,6943.6772,5696,9158,14652,0.4835309617918314,9341,1185,6423.7124
21,University Of Alaska System,4,AK,Selective public,1,7565.6382,27485,6362.1802,6919.4736,0.3174266294659157,8514.3633,NA,24083.129
1108,University Of Arkansas,3,AR,Selective public,1,7055.6313,21009,8210,8801,0.6009732360097324,8902,1120,15422.476
1110,University Of Arkansas At Fort Smith,3,AR,Nonselective four-year public,1,3710.3469,7170,4727,6429,0.263986013986014,6658,NA,1059.8146
1101,University Of Arkansas At Little Rock,3,AR,Selective public,1,5005.7041,9970,7432,9026,0.2438423645320197,7480,980,677.52899
1085,University Of Arkansas At Monticello,3,AR,Selective public,1,4872.7188,3706,6082,9686,0.2638888888888889,7922,NA,704.32544
1086,University Of Arkansas At Pine Bluff,3,AR,Selective public,1,5963.0933000000005,2521,5956,7140,0.2582697201017812,5341,836.5,255.54372
1416,University Of Bridgeport,1,CT,Selective private,2,5387.5332,2835,29920,21387,0.2809667673716012,7160,900,NA
1312,"University Of California, Berkeley",4,CA,Highly selective public,1,18635.861,25951,12972,8506,0.9103170847136772,14652,1370,NA
1313,"University Of California, Davis",4,CA,Selective public,1,20427.428,26533,13896,9573,0.8132712927372041,12065,1205,NA
1314,"University Of California, Irvine",4,CA,Highly selective public,1,18460.789,23530,13179,8096,0.8584502745576571,12839,1160,NA
1315,"University Of California, Los Angeles",4,CA,Other elite schools (public and private),1,38861.684,28674,12705,8883,0.9031126698816307,15089,1325,NA
41271,"University Of California, Merced",4,CA,Nonselective four-year public,1,7268.0557,5837,13160,8670,0.5673652694610778,8657,1020,NA
1316,"University Of California, Riverside",4,CA,Selective public,1,9961.1396,18621,13407,7651,0.6617130505268847,11324,1130,NA
1317,"University Of California, San Diego",4,CA,Highly selective public,1,23669.365,23805,13427,8861,0.8580053127263946,13126,1310,NA
